Sentence,NER
i am thinking of the ang lee martial arts fantasy film about a wudang swordsman who loses his fabled sword to an unlikely opponent,"{'Director': ['ang lee'], 'Genre': ['martial arts fantasy'], 'Plot': ['a wudang swordsman who loses his fabled sword to an unlikely opponent']}"
what movie starring natalie portman required her to train extensively for her role as a ballerina,{'Actor': ['natalie portman']}
a classic movie monster finds his soulmate in this 1935 film directed by james whale,"{'Plot': ['monster finds his soulmate'], 'Year': ['1935'], 'Director': ['james whale']}"
this computer animated children s film that stars a mammoth a sabertooth tiger and a sloth is named what,"{'Genre': ['computer animated children s film'], 'Plot': ['stars a mammoth a sabertooth tiger and a sloth']}"
what 1995 crime film saw the godfather part ii co stars al pacino and robert de niro work on screen together for the first time,"{'Year': ['1995'], 'Genre': ['crime'], 'Actor': ['al pacino', 'robert de niro']}"
in what movie is davy jones the captain of the ship better know as the flying dutchman,"{'Character_Name': ['davy jones'], 'Plot': ['the captain of the ship better know as the flying dutchman']}"
this heartbreaking classic originally a novel by nicholas sparks is about the trials and tribulations of a war hero s heart,"{'Genre': ['classic'], 'Origin': ['novel by nicholas sparks'], 'Plot': ['the trials and tribulations of a war hero s heart']}"
what is the 2000 film directed by ang lee starring chow yun fat that features two warriors after a stolen sword,"{'Year': ['2000'], 'Director': ['ang lee'], 'Actor': ['chow yun fat'], 'Plot': ['two warriors after a stolen sword']}"
what 2012 ben affleck movie dramatizes the 80 s cia and canadian secret operation to free iranian hostages,"{'Year': ['2012'], 'Actor': ['ben affleck'], 'Plot': ['dramatizes the 80 s cia and canadian secret operation to free iranian hostages']}"
what is this disney classic about a puppet who had strange things happen to him when he lies,"{'Opinion': ['classic'], 'Plot': ['a puppet who had strange things happen to him when he lies']}"
what is this 1930 s film in which a giant ape finds himself on the empire state building,"{'Year': ['1930'], 'Plot': ['a giant ape finds himself on the empire state building']}"
in this superhero movie a man can create anything he can image using his ring,"{'Genre': ['superhero movie'], 'Plot': ['a man can create anything he can image using his ring']}"
what is the movie about the archeologist indiana jones who races nazi s to retrieve the biblical ark,"{'Character_Name': ['indiana jones'], 'Plot': ['races nazi s to retrieve the biblical ark']}"
what is the movie about a possessed child played by linda blair that receives help from a pair of priests,"{'Plot': ['about a possessed child', 'that receives help from a pair of priests'], 'Actor': ['linda blair']}"
what is the old tcm kind of movie with the character nan and this gangster,{'Character_Name': ['nan']}
what 1993 movie featured 2 dogs and 1 cat trying to make their way back to their owners,"{'Year': ['1993'], 'Plot': ['2 dogs and 1 cat trying to make their way back to their owners']}"
what disney animated classic features a street thief who falls in love with a princess and tries to woo her with the help of a magic genie,"{'Director': ['disney'], 'Genre': ['animated'], 'Opinion': ['classic'], 'Plot': ['a street thief who falls in love with a princess and tries to woo her with the help of a magic genie']}"
what is the name of a tim burton fantasy film starring johnny depp and winona ryder,"{'Director': ['tim burton'], 'Genre': ['fantasy'], 'Actor': ['johnny depp', 'winona ryder']}"
what stanley kubrick film scared the wits out of audiences by simply repeating all work and no play makes jack a dull boy,"{'Director': ['stanley kubrick'], 'Quote': ['all work and no play makes jack a dull boy']}"
a relationship blooms between two robots trying to save humans from a consumerist nightmare ship in space,{'Plot': ['relationship blooms between two robots trying to save humans from a consumerist nightmare ship in space']}
what is the name of the 1964 disney musical starring julie andrews and dick van dyke,"{'Year': ['1964'], 'Director': ['disney'], 'Genre': ['musical'], 'Actor': ['julie andrews', 'dick van dyke']}"
which oscar winning film features guy pearce as an ambitious detective who uncovers a plot involving politicians policeman and hollywood players,"{'Award': ['oscar'], 'Actor': ['guy pearce'], 'Plot': ['an ambitious detective who uncovers a plot involving politicians policeman and hollywood players']}"
spawning several remakes and sequels this horror film featuring leatherface is loosely based on real life events,"{'Genre': ['horror'], 'Character_Name': ['leatherface'], 'Origin': ['loosely based on real life events']}"
i am thinking of the very sad 70 s era film about a football player who is stricken with cancer in the prime of his career,"{'Year': ['70'], 'Plot': ['football player who is stricken with cancer in the prime of his career']}"
what is the movie in which a family tries to support yet distance themselves from one black sheep family member who tends to fall into idealism,{'Plot': ['a family tries to support yet distance themselves from one black sheep family member who tends to fall into idealism']}
the movie has nick cage playing his own twin and he writes book and it won an oscar,"{'Actor': ['nick cage'], 'Plot': ['playing his own twin and he writes book']}"
i want to watch the comedy starring adam sandler who plays dual roles of a boy girl set of fraternal twins and their wacky antics,"{'Genre': ['comedy'], 'Actor': ['adam sandler'], 'Plot': ['dual roles of a boy girl set of fraternal twins and their wacky antics']}"
in what movie does gary cooper play a sheriff that has to face off against his enemy and his town refuses to help him,"{'Actor': ['gary cooper'], 'Plot': ['a sheriff that has to face off against his enemy and his town refuses to help him']}"
this classic film includes many well known lines and songs including there s no place like home,"{'Opinion': ['classic'], 'Quote': ['there s no place like home']}"
what is the name of the 1985 movie that features a character named dr emmett brown,"{'Year': ['1985'], 'Character_Name': ['dr emmett brown']}"
when a woman gets ready to remarry her exhusband and a newspaper reporter show up,{'Plot': ['when a woman gets ready to remarry her exhusband and a newspaper reporter show up']}
in this 1990 holiday comedy classic a young boy finds himself left behind when his family leaves for vacation only to have to battle a pair of bumbling thieves,"{'Year': ['1990'], 'Genre': ['holiday comedy classic'], 'Plot': ['young boy finds himself left behind when his family leaves for vacation only to have to battle a pair of bumbling thieves']}"
what is the name of the film that daniel craig and rooney star in based off a book by a swedish author,"{'Actor': ['daniel craig', 'rooney'], 'Origin': ['based off a book by a swedish author']}"
classic children s movie starring a princess and two evil stepsisters who compete for the the prince at the ball,"{'Genre': ['classic children s movie'], 'Plot': ['princess and two evil stepsisters who compete for the the prince at the ball']}"
what was the name of the 1970 s movie that starred kris kristofferson and barbara streisand,"{'Year': ['1970 s'], 'Actor': ['kris kristofferson', 'barbara streisand']}"
what quentin tarantino oscar nominated film featured interwoven stories of gangster thugs a boxer s redemption a drug overdose and a failed restaurant stick up while reigniting john travolta s career,"{'Director': ['quentin tarantino'], 'Award': ['oscar nominated'], 'Plot': ['interwoven stories of gangster thugs a boxer s redemption a drug overdose and a failed restaurant stick up'], 'Actor': ['john travolta']}"
what is the movie starring matthew broderick about a high school senior and his friends cutting school for the day,"{'Actor': ['matthew broderick'], 'Plot': ['a high school senior and his friends cutting school for the day']}"
can you tell me what the name of the romantic comedy that has a young unlucky woman who jinxes her love life after stealing magic coins,"{'Genre': ['romantic comedy'], 'Plot': ['a young unlucky woman who jinxes her love life after stealing magic coins']}"
what 1952 drama starred gary cooper and grace kelly features a sheriff going alone against a vigilante,"{'Year': ['1952'], 'Actor': ['gary cooper', 'grace kelly'], 'Plot': ['a sheriff going alone against a vigilante']}"
what movie portrays some of the real life events of a mass murderer on the loose,{'Plot': ['some of the real life events of a mass murderer on the loose']}
i am thinking of the second installment of a comedic science fiction film that is based off of a classic jules verne story and that stars the rock and vanessa hudgens,"{'Relationship': ['second installment'], 'Genre': ['comedic science fiction'], 'Origin': ['based off of a classic jules verne story'], 'Actor': ['the rock', 'vanessa hudgens']}"
