Sentence,NER,types
"With a presence in nine states and $ 41 billion in assets ,",{},conll2003
"Boatmen 's was the prize in Missouri , where barriers to outside acquirers were brought down last year by a federal banking statute .","{""ORG"": [""Boatmen 's""], ""LOC"": [""Missouri""]}",conll2003
""" Boatmen 's was the plum of Missouri and was the plum of the central Midwest , "" Weber said .","{""ORG"": [""Boatmen 's""], ""LOC"": [""Missouri"", ""Midwest""], ""PER"": [""Weber""]}",conll2003
Talk that the Missouri banks were seeking inflated prices from buyers was seen as a reason a deal has not occurred sooner .,"{""LOC"": [""Missouri""]}",conll2003
"But NationsBank 's bid , representing a premium of 40 percent for Boatmen 's stock , was large enough to get the deal done .","{""ORG"": [""NationsBank"", ""Boatmen 's""]}",conll2003
""" I think Boatmen 's was shopping itself , and everybody knew if you wanted to be the winning buyer here , you had to make the bid nobody would beat , "" Ancell said .","{""ORG"": [""Boatmen 's""], ""PER"": [""Ancell""]}",conll2003
But some analysts cautioned that other targets should not expect as large a premium .,{},conll2003
They also questioned whether NationsBank can recoup shareholder value with such a large bid for Boatmen 's .,"{""ORG"": [""NationsBank"", ""Boatmen 's""]}",conll2003
""" I think initially some stocks will trade up on sympathy , but the wild premium NationsBank put on this deal here , I do n't see a lot of other deals being done at this premium , "" said Michael Durante , analyst at McDonald & Co .","{""ORG"": [""NationsBank"", ""McDonald & Co""], ""PER"": [""Michael Durante""]}",conll2003
-DOCSTART-,{},conll2003
U.S. tight-lipped on Libya 's award to Farrakhan .,"{""LOC"": [""U.S."", ""Libya""], ""PER"": [""Farrakhan""]}",conll2003
WASHINGTON 1996-08-30,"{""LOC"": [""WASHINGTON""]}",conll2003
"The State Department refused to speculate on Friday on what might happen in the case of Louis Farrakhan , the U.S. black leader who was awarded a $ 250,000 human rights prize by Libya .","{""ORG"": [""State Department""], ""PER"": [""Louis Farrakhan""], ""LOC"": [""U.S."", ""Libya""]}",conll2003
""" I 'm not going to speculate about what may or may not happen in that case , "" State Department spokesman Glyn Davies said . ""","{""ORG"": [""State Department""], ""PER"": [""Glyn Davies""]}",conll2003
"... The view of the U.S. government on ( Farrakhan 's ) not accepting any gifts from Libya is well-known . ""","{""LOC"": [""U.S."", ""Libya""], ""PER"": [""Farrakhan""]}",conll2003
"Davies also noted : "" We 've talked about the passport restriction for travel to Libya "" but he did not elaborate .","{""PER"": [""Davies""], ""LOC"": [""Libya""]}",conll2003
"The U.S. Treasury Department on Wednesday denied Farrakhan 's application to receive the $ 250,000 award or a $ 1 billion donation Libyan leader Muammar Gaddafi had pledged to Farrakhan 's Nation of Islam group after they met last January .","{""ORG"": [""U.S. Treasury Department"", ""Nation of Islam""], ""PER"": [""Farrakhan"", ""Muammar Gaddafi"", ""Farrakhan""], ""MISC"": [""Libyan""]}",conll2003
Farrakhan organised last October 's Million Man March that brought thousands of black men to Washington for a peaceful rally .,"{""PER"": [""Farrakhan""], ""MISC"": [""Million Man March""], ""LOC"": [""Washington""]}",conll2003
"The Treasury Department said Libya was on the U.S. list of states that sponsor international terrorism and noted that Tripoli has refused to hand over two Libyan suspects in the 1988 bombing of Pan Am flight 103 over Lockerbie , Scotland .","{""ORG"": [""Treasury Department""], ""LOC"": [""Libya"", ""U.S."", ""Tripoli"", ""Lockerbie"", ""Scotland""], ""MISC"": [""Libyan"", ""Pan Am flight 103""]}",conll2003
That refusal led to the imposition of U.N. sanctions on Libya .,"{""ORG"": [""U.N.""], ""LOC"": [""Libya""]}",conll2003
-DOCSTART-,{},conll2003
U.S. Gulf rig down by one to 162 in week .,"{""LOC"": [""U.S. Gulf""]}",conll2003
NEW YORK 1996-08-30,"{""LOC"": [""NEW YORK""]}",conll2003
"There were 162 rigs under contract in the U.S. Gulf as of August 30 , down one from the prior week , Offshore Data Services said .","{""LOC"": [""U.S. Gulf""], ""ORG"": [""Offshore Data Services""]}",conll2003
"The utilization rate for rigs working in the Gulf , based on a total fleet of 181 , was 89.5 percent .","{""LOC"": [""Gulf""]}",conll2003
"The number of working rigs in European / Mediterranean remained unchanged this week , with 105 rigs under contract out of a total fleet of 105 , a utilization rate of 100 percent .","{""MISC"": [""European"", ""Mediterranean""]}",conll2003
"The worldwide rig count fell by one to 554 out of a total fleet of 608 , making the utilization rate 91.1 percent .",{},conll2003
-- New York Energy Desk 212-859-1620,"{""ORG"": [""New York Energy Desk""]}",conll2003
-DOCSTART-,{},conll2003
Dole team seeking to pin down debate details .,"{""PER"": [""Dole""]}",conll2003
"IRVINE , Calif 1996-08-30","{""LOC"": [""IRVINE"", ""Calif""]}",conll2003
"Now that the party conventions are over , Republicans have signalled they are ready to move into the next phase of the campaign and meet with President Clinton 's aides to hammer out details of presidential debates .","{""MISC"": [""Republicans""], ""PER"": [""Clinton""]}",conll2003
The Dole campaign released a letter Friday inviting their Clinton counterparts to meet with Dole campaign manager Scott Reed to discuss particulars of the televised debates .,"{""PER"": [""Dole"", ""Clinton"", ""Dole"", ""Scott Reed""]}",conll2003
""" Next week , a small group of representatives from each of our campaigns should meet to address participants , format , timing and logistical issues surrounding the debates , "" Dole campaign manager Scott Reed wrote to Clinton campaign manager Peter Knight .","{""PER"": [""Dole"", ""Scott Reed"", ""Clinton"", ""Peter Knight""]}",conll2003
Tentative dates for the debates are Sept .,{},conll2003
"25 , Oct. 9 and Oct. 16 .",{},conll2003
The vice presidential debate is scheduled for Oct. 2 .,{},conll2003
Former South Carolina Gov .,"{""LOC"": [""South Carolina""]}",conll2003
"Carroll Campbell , who was on Dole 's vice presidential short list before Dole decided on Jack Kemp , will head Dole 's team .","{""PER"": [""Carroll Campbell"", ""Dole"", ""Dole"", ""Jack Kemp"", ""Dole""]}",conll2003
"A decision is expected by mid-September on whether Texas billionaire Ross Perot , the Reform Party candidate , will be allowed to participate in the debates , which are sponsored by the Commission on Presidential Debates , a non-profit , non-partisan organisation that took over the forums in 1988 from the League of Women Voters .","{""LOC"": [""Texas""], ""PER"": [""Ross Perot""], ""ORG"": [""Reform Party"", ""Commission on Presidential Debates"", ""League of Women Voters""]}",conll2003
-DOCSTART-,{},conll2003
Titanic recovery mission is scrapped .,"{""MISC"": [""Titanic""]}",conll2003
NEW YORK 1996-08-30,"{""LOC"": [""NEW YORK""]}",conll2003
"Equipment problems and mechanical failure forced a recovery expedition to give up efforts to retrieve a giant slab of the RMS Titanic from the ocean floor , a spokeswoman said on Friday .","{""MISC"": [""RMS Titanic""]}",conll2003
"A 20-ton piece of the Titanic 's steel hull , which had been attached by cables to a recovery ship off the coast of Newfoundland , Canada , fell back to the bottom of the sea , said Erin Purcell of Boston-based Reagan Communications that represents two of the ships used in the expedition .","{""MISC"": [""Titanic"", ""Boston-based""], ""LOC"": [""Newfoundland"", ""Canada""], ""PER"": [""Erin Purcell""], ""ORG"": [""Reagan Communications""]}",conll2003
"The piece of hull , lifted from the ocean floor by means of several diesel-filled bags , had been stuck about 200 feet ( about 70 metres ) below the water 's surface before it fell , she said .",{},conll2003
"It fell as recovery crews were trying to haul the piece into more shallow water and several of the bags burst and cables snapped , she said .",{},conll2003
"The steel-hulled Titanic , thought to be unsinkable , struck an iceberg on April 14 , 1912 , and sank , killing 1,523 of the 2,200 passengers and crew on board .","{""MISC"": [""Titanic""]}",conll2003
The wreck was located in 1985 .,{},conll2003
"Passengers who had paid $ 1,500 and up to accompany the recovery expedition on two cruise ships had returned back to port on Thursday , Purcell said .","{""PER"": [""Purcell""]}",conll2003
-DOCSTART-,{},conll2003
Bonn appeals for Middle East peace .,"{""LOC"": [""Bonn"", ""Middle East""]}",conll2003
BONN 1996-08-30,"{""LOC"": [""BONN""]}",conll2003
The German government urged Israelis and Palestinians on Friday to avoid any course of action that might jeopardise the peace process in the Middle East .,"{""MISC"": [""German"", ""Israelis"", ""Palestinians""], ""LOC"": [""Middle East""]}",conll2003
Israel announced this week the expansion of Jewish West Bank settlements surrounding Jerusalem and the demolition of an Arab community centre in East Jerusalem .,"{""LOC"": [""Israel"", ""West Bank"", ""Jerusalem"", ""East Jerusalem""], ""MISC"": [""Jewish"", ""Arab""]}",conll2003
City officials there said the centre was being erected illegally .,{},conll2003
But Palestinian President Yasser Arafat said the moves by Prime Minister Benjamin Netanyahu 's government were tantamount to war .,"{""MISC"": [""Palestinian""], ""PER"": [""Yasser Arafat"", ""Benjamin Netanyahu""]}",conll2003
Tension has been rising in the region since .,{},conll2003
""" We believe that the Israeli settlement policy in the occupied areas is an obstacle to the establishment of peace , "" German Foreign Ministry spokesman Martin Erdmann said .","{""MISC"": [""Israeli"", ""German""], ""ORG"": [""Foreign Ministry""], ""PER"": [""Martin Erdmann""]}",conll2003
""" All concerned must avoid taking any course of action that could pose an obstacle to the peace process and which could make a peaceful solution difficult , "" he said , as news came of a renewed breakdown in Arab-Israeli peace talks in Jerusalem .","{""MISC"": [""Arab-Israeli""], ""LOC"": [""Jerusalem""]}",conll2003
Erdmann told reporters Bonn supported European Union efforts to persuade Israel to stop further Jewish settlement on the West Bank .,"{""PER"": [""Erdmann""], ""LOC"": [""Bonn"", ""Israel"", ""West Bank""], ""ORG"": [""European Union""], ""MISC"": [""Jewish""]}",conll2003
The foreign ministry later announced Israeli Foreign Minister David Levy would visit Bonn for talks with his German counterpart Klaus Kinkel next month .,"{""MISC"": [""Israeli"", ""German""], ""PER"": [""David Levy"", ""Klaus Kinkel""], ""LOC"": [""Bonn""]}",conll2003
